TileID	first_line	last_line	first_column	last_column	lats	lons
TILE_0056	3000	3499	2500	2999	[ 21.12204933  10.30877781  10.27384472  21.04230976]	[ 51.96627235  52.63832092  62.97941589  62.97811317]
TILE_0057	3500	3999	2500	2999	[ 33.42508507  21.16758251  21.0876236   33.26656914]	[ 50.43443489  51.962286    62.97810364  62.97516823]
TILE_0058	4000	4499	2500	2999	[ 49.46113968  33.47924614  33.32027054  49.06322479]	[ 46.24110222  50.42531776  62.97514534  62.96735382]
TILE_0059	4500	4999	2500	2999	[         nan  49.54116249  49.14119148          nan]	[         nan  46.20973206  62.96728516          nan]
TILE_0060	0	499	3000	3499	[-51.03999329          nan          nan -49.54452515]	[ 25.4368763           nan          nan  46.13836861]
TILE_0061	500	999	3000	3499	[-34.0038681  -50.95021057 -49.46448135 -33.48055077]	[ 36.6170845   25.53330994  46.16993141  50.37346649]
TILE_0062	1000	1499	3000	3499	[-21.42439651 -33.9480896  -33.42638588 -21.16823578]	[ 40.15662575  36.63865089  50.38263512  51.91712189]
TILE_0063	1500	1999	3000	3499	[-10.41988039 -21.37813377 -21.12269878 -10.309062  ]	[ 41.66189194  40.16558266  51.92112732  52.59604645]
TILE_0064	2000	2499	3000	3499	[ -0.02061363 -10.37753582 -10.26719904  -0.02040218]	[ 42.09754562  41.66547966  52.59768105  52.79476929]
TILE_0065	2500	2999	3000	3499	[ 10.37753582   0.02061363   0.02040218  10.26719904]	[ 41.66547966  42.09754562  52.79476929  52.59768105]
TILE_0066	3000	3499	3000	3499	[ 21.37813377  10.41988039  10.309062    21.12269878]	[ 40.16558266  41.66189194  52.59604645  51.92112732]
TILE_0067	3500	3999	3000	3499	[ 33.9480896   21.42439651  21.16823578  33.42638588]	[ 36.63865089  40.15662575  51.91712189  50.38263512]
TILE_0068	4000	4499	3000	3499	[ 50.95021057  34.0038681   33.48055077  49.46448135]	[ 25.53330994  36.6170845   50.37346649  46.16993141]
TILE_0069	4500	4999	3000	3499	[         nan  51.03999329  49.54452515          nan]	[         nan  25.4368763   46.13836861          nan]
TILE_0070	0	499	3500	3999	[        nan         nan         nan -51.0498085]	[         nan          nan          nan  25.33317947]
TILE_0071	500	999	3500	3999	[-35.12469101          nan -50.95992851 -34.00689316]	[ 18.9953146         nan  25.430233   36.5569973]
TILE_0072	1000	1499	3500	3999	[-21.92615032 -35.06469345 -33.9510994  -21.42584133]	[ 26.33912277  19.04421902  36.57864571  40.10656166]
TILE_0073	1500	1999	3500	3999	[-10.63096476 -21.8783741  -21.37957382 -10.42050123]	[ 29.16202068  26.35634232  40.11555099  41.61576843]
TILE_0074	2000	2499	3500	3999	[ -0.02101378 -10.58768892 -10.37815285  -0.02061511]	[ 29.95537281  29.16859436  41.6193676   42.05253029]
TILE_0075	2500	2999	3500	3999	[ 10.58768892   0.02101378   0.02061511  10.37815285]	[ 29.16859436  29.95537281  42.05253029  41.6193676 ]
TILE_0076	3000	3499	3500	3999	[ 21.8783741   10.63096476  10.42050123  21.37957382]	[ 26.35634232  29.16202068  41.61576843  40.11555099]
TILE_0077	3500	3999	3500	3999	[ 35.06469345  21.92615032  21.42584133  33.9510994 ]	[ 19.04421902  26.33912277  40.10656166  36.57864571]
TILE_0078	4000	4499	3500	3999	[         nan  35.12469101  34.00689316  50.95992851]	[        nan  18.9953146  36.5569973  25.430233 ]
TILE_0079	4500	4999	3500	3999	[        nan         nan  51.0498085         nan]	[         nan          nan  25.33317947          nan]
TILE_0081	500	999	4000	4499	[         nan          nan          nan -35.13127518]	[         nan          nan          nan  18.90808487]
TILE_0082	1000	1499	4000	4499	[-22.95700169          nan -35.07124138 -21.92885876]	[  6.18226814          nan  18.95723724  26.27653408]
TILE_0083	1500	1999	4000	4499	[-11.02182007 -22.90531063 -21.881073   -10.63207865]	[ 12.67542791   6.22680211  26.2938118   29.10678196]
TILE_0084	2000	2499	4000	4499	[ -0.02173815 -10.97674465 -10.58879662  -0.0210164 ]	[ 14.2893815   12.68909264  29.11337566  29.90204811]
TILE_0085	2500	2999	4000	4499	[ 10.97674465   0.02173815   0.0210164   10.58879662]	[ 12.68909264  14.2893815   29.90204811  29.11337566]
TILE_0086	3000	3499	4000	4499	[ 22.90531063  11.02182007  10.63207865  21.881073  ]	[  6.22680211  12.67542791  29.10678196  26.2938118 ]
TILE_0087	3500	3999	4000	4499	[         nan  22.95700169  21.92885876  35.07124138]	[         nan   6.18226814  26.27653408  18.95723724]
TILE_0088	4000	4499	4000	4499	[         nan          nan  35.13127518          nan]	[         nan          nan  18.90808487          nan]
TILE_0092	1000	1499	4500	4999	[         nan          nan          nan -22.96368217]	[        nan         nan         nan  6.06639934]
TILE_0093	1500	1999	4500	4999	[         nan          nan -22.91195011 -11.0240531 ]	[         nan          nan   6.11129093  12.59225035]
TILE_0094	2000	2499	4500	4999	[         nan          nan -10.97896433  -0.02174321]	[         nan          nan  12.6059823   14.21224594]
TILE_0095	2500	2999	4500	4999	[         nan          nan   0.02174321  10.97896433]	[         nan          nan  14.21224594  12.6059823 ]
TILE_0096	3000	3499	4500	4999	[         nan          nan  11.0240531   22.91195011]	[         nan          nan  12.59225035   6.11129093]
TILE_0097	3500	3999	4500	4999	[         nan          nan  22.96368217          nan]	[        nan         nan  6.06639934         nan]
